Cod_Suer,ESTADO,ZAE,ZC,Suer,Edad,Variedad,Sac,Rend,Fecha,CICLO,Fecha_Cierre,TCH_REAL,Cort_Act,TCHM_R,Area_Actual,Cana_Ent,Ano,Mes,F_C_Ant,30_DAC,PST_0-4_Meses,PRC_4-9_Meses,0-15_DDC,16-30_DDC,31-45_DDC,46-60_DDC,61-75_DDC,76-90_DDC,91-105_DDC,106-120_DDC,121-135_DDC,136-150_DDC,151-165_DDC,166-180_DDC,181-195_DDC,196-210_DDC,211-225_DDC,226-240_DDC,241-255_DDC,256-270_DDC,271-285_DDC,30_DAC_Act
535_009,SOCA,10H5,6,9,11.63,CC934223,15.23,11.25,7/06/2007,0,27/06/2007,40.25,5,3.461,1.17,47.1,2007,6,23/06/2006,105,217,754,25,0,25,3,4,54,31,75,43,156,117,156,68,29,43,37,43,34,71,241
535_009,SOCA,10H5,6,9,12.58,CC934223,16.4,11.5,19/06/2006,0,30/06/2006,34.38,4,2.733,1.17,40.2,2006,6,6/06/2005,166,252,645,40,49,40,0,0,11,5,107,88,60,46,33,109,58,68,42,68,73,68,125
535_009,SOCA,10H5,6,9,11.3,CC934223,15.42,10.71,30/05/2005,0,15/06/2005,38.15,3,3.376,1.17,44.6,2005,5,25/06/2004,18,348,677,4,31,4,0,50,8,96,155,60,156,66,80,7,41,52,62,52,66,87,191
535_010,SOCA,10H5,6,10,10.81,CC8475,16.399,11.383,3/12/2005,0,21/12/2005,49.87,3,4.613,2.45,122.2,2005,12,12/01/2005,59,491,408,12,78,12,89,94,32,104,70,136,25,35,49,40,0,11,5,11,28,79,79
535_010,SOCA,10H5,6,10,12.58,CC8475,16.293,11.178,11/01/2005,0,18/03/2005,52.69,2,4.189,2.45,129.1,2005,1,30/12/2003,128,415,206,4,18,4,9,90,48,121,121,7,79,18,0,9,31,4,0,4,51,7,68
535_011,SOCA,11H3,6,11,10.91,CC011940,15.42,10.515,4/05/2018,2,8/05/2018,95.14,2,8.72,1.22,116.1,2018,5,10/06/2017,63,221,777,15,13,15,1,73,6,31,67,7,159,95,62,75,94,51,92,51,125,17,43
535_011,PLANTILLA,11H3,6,11,13.54,CC011940,13.53,9.465,6/06/2017,2,13/06/2017,104.04,1,7.684,1.22,126.9,2017,6,25/04/2016,216,290,503,107,1,107,1,7,49,18,0,3,17,80,28,75,47,67,68,67,21,97,110
535_011,SOCA,11H3,6,11,10.97,CC8592,16.22,11.236,6/02/2016,1,9/02/2016,51.63,8,4.707,1.22,63,2016,2,13/03/2015,136,523,333,133,177,133,11,44,7,0,18,5,12,0,0,59,12,146,44,95,47,8,43
535_011,SOCA,11H3,6,11,13.93,CC8592,15.22,10.762,7/03/2015,1,10/03/2015,99.05,7,7.111,1.22,120.8,2015,3,13/01/2014,98,586,388,87,53,87,138,34,14,34,139,13,65,7,2,25,55,10,41,65,97,73,166
535_011,SOCA,11H3,6,11,14.16,CC8592,16.27,11.609,6/01/2014,1,14/01/2014,89.89,6,6.348,1.22,109.7,2014,1,7/11/2012,179,485,422,77,75,77,0,44,119,62,31,129,38,95,63,22,52,23,0,23,0,0,100
535_011,SOCA,11H3,6,11,11.66,CC8592,17.52,12.245,1/11/2012,1,7/11/2012,70.59,5,6.054,1.22,86.1,2012,11,17/11/2011,242,547,483,39,171,39,65,140,19,23,51,97,59,133,18,70,15,69,5,69,0,17,177
535_011,SOCA,11H3,6,11,12.62,CC8592,16.05,11.9,3/03/2011,1,18/03/2011,124.89,3,9.896,1.22,152.4,2011,3,17/02/2010,38,418,508,20,25,20,134,98,16,89,16,33,62,51,3,0,37,27,39,27,160,96,272
535_012,SOCA,10H5,6,12,12.12,CC8592,14.28,10.077,21/01/2014,1,29/01/2014,35.17,9,2.902,1.28,45,2014,1,22/01/2013,45,477,233,29,57,29,129,38,100,61,34,37,23,0,0,0,31,0,48,0,88,6,107
535_012,SOCA,10H5,6,12,12.39,CC8592,12.22,8.525,16/01/2013,1,11/03/2013,16.28,8,1.314,1.28,20.8,2013,1,10/01/2012,160,420,198,0,39,0,57,101,46,114,63,70,0,84,4,1,0,26,0,26,0,13,26
535_012,SOCA,10H5,6,12,12.48,CC8592,15.23,9.71,6/01/2012,1,11/01/2012,49.6,7,3.974,1.33,66,2012,1,27/12/2010,289,773,531,112,37,112,137,98,17,89,171,145,59,47,0,20,24,115,55,115,22,44,217
535_012,SOCA,10H5,6,12,11.47,CC8592,15.57,11.23,22/12/2010,1,3/01/2011,66.11,6,5.764,1.33,87.9,2010,12,11/01/2010,50,352,358,8,30,8,14,45,54,83,110,73,31,25,52,33,41,0,33,0,13,57,284
535_012,SOCA,10H5,6,12,10.74,CC8592,15.75,10.38,7/01/2010,1,26/02/2010,43.39,5,4.04,1.33,57.7,2010,1,18/02/2009,153,1015,344,242,95,242,66,172,83,71,44,60,0,2,50,0,25,26,84,26,61,36,37
535_012,SOCA,10H5,6,12,10.35,CC8592,15.59,11.09,14/02/2009,1,18/02/2009,52.56,4,5.079,1.23,64.7,2009,2,9/04/2008,201,749,666,195,69,195,101,53,23,54,59,29,59,0,35,96,109,98,167,85,61,12,191
535_012,SOCA,10H5,6,12,8.8,CC8592,15.55,10.99,5/04/2008,1,19/06/2008,24.28,3,2.759,1.33,32.3,2008,4,16/07/2007,34,620,878,56,14,56,18,44,190,151,91,24,69,96,135,55,18,212,66,202,58,145,180
535_012,SOCA,10H5,6,12,10.78,CC8592,16.25,12.15,14/07/2007,1,23/07/2007,41.8,2,3.878,1.33,55.6,2007,7,24/08/2006,22,676,630,31,54,31,75,95,126,147,117,55,29,43,60,21,92,62,117,83,70,81,22
535_012,PLANTILLA,10H5,6,12,12.94,CC8592,15.87,11.3,20/08/2006,1,25/08/2006,40.11,1,3.099,1.33,53.3,2006,8,27/07/2005,43,355,683,5,11,5,28,112,95,26,73,50,112,38,35,85,30,92,170,77,63,8,28
535_012A,SOCA,10H5,6,012A,10.12,CC8592,16.86,12.02,8/02/2009,1,20/02/2009,7.44,4,0.735,0.25,1.9,2009,2,10/04/2008,203,732,666,178,86,178,101,53,56,21,59,40,48,0,42,89,109,98,167,98,61,12,165
535_012A,SOCA,10H5,6,012A,8.54,CC8592,15.98,11.27,1/04/2008,1,15/04/2008,45.28,3,5.302,0.4,18.1,2008,4,19/07/2007,34,625,913,56,14,56,36,26,209,161,67,71,61,52,135,73,0,213,110,213,61,137,223
535_013,SOCA,10H5,6,13,11.43,CC8592,15.2,11.22,22/06/2007,0,28/06/2007,70.75,12,6.19,0.38,26.9,2007,6,14/07/2006,0,306,729,3,0,3,7,51,50,56,136,124,130,135,28,29,30,71,10,71,101,71,140
535_013,SOCA,10H5,6,13,10.12,CC8592,16.01,11.54,10/07/2006,0,18/07/2006,73.42,11,7.255,0.38,27.9,2006,7,9/09/2005,16,634,729,128,79,128,20,79,50,102,48,35,85,30,77,115,133,8,68,8,64,114,0
535_013,SOCA,10H5,6,13,9.2,CC8592,17.73,12.42,7/09/2005,0,27/09/2005,73.11,10,7.946,0.38,27.8,2005,9,5/12/2004,222,386,497,36,7,36,57,62,38,115,35,27,169,99,42,60,49,0,40,0,0,11,16
535_014,SOCA,10H5,6,14,11.4,MISCELANEOS,13.985,9.971,5/03/2013,1,12/03/2013,71.27,9,6.252,1.19,84.8,2013,3,28/03/2012,159,373,403,63,88,63,70,15,69,4,1,0,26,0,0,21,89,90,25,90,75,77,172
535_014,SOCA,10H5,6,14,8.02,MISCELANEOS,10.88,7.276,22/03/2012,1,29/03/2012,50.26,8,6.267,1.19,59.8,2012,3,25/07/2011,44,600,787,22,55,22,44,92,114,82,169,121,155,62,69,74,19,54,56,29,61,116,137
535_014,SOCA,10H5,6,14,14.78,MISCELANEOS,15.06,10.08,23/07/2011,1,26/07/2011,44.57,7,3.016,1.19,53,2011,7,5/05/2010,215,282,856,5,96,5,37,56,51,3,29,8,34,54,140,109,110,191,96,175,62,52,44
535_014,SOCA,10H5,6,14,11.47,MISCELANEOS,12.77,8.75,29/04/2010,1,3/05/2010,75.66,6,6.597,1.19,90,2010,4,19/05/2009,255,241,395,60,44,60,0,2,50,0,25,26,84,61,36,76,24,34,16,34,0,38,173
535_014,SOCA,10H5,6,14,13.7,MISCELANEOS,15.468,10.656,14/05/2009,1,19/05/2009,70.96,5,5.18,1.66,117.8,2009,5,29/03/2008,171,646,673,53,91,53,189,93,56,56,55,26,50,31,31,11,89,109,158,109,107,61,243
535_014,SOCA,10H5,6,14,9.1,MISCELANEOS,15.222,10.616,25/03/2008,1,1/04/2008,58.63,4,6.443,6.66,390.5,2008,3,26/06/2007,79,438,880,3,28,3,44,26,54,121,159,130,48,65,80,35,163,36,200,36,61,62,127
535_014,SOCA,10H5,6,14,10.61,MISCELANEOS,15.368,11.354,23/06/2007,1,28/06/2007,67.67,3,6.378,7.66,518.3,2007,6,8/08/2006,25,539,713,54,4,54,31,75,70,129,122,164,55,29,43,60,11,81,83,71,112,75,145
535_014,SOCA,10H5,6,14,9.46,MISCELANEOS,15.57,11.252,2/08/2006,1,25/08/2006,84.94,2,8.979,10.35,879.1,2006,8,22/10/2005,207,469,590,40,49,40,132,50,43,57,58,68,102,155,8,68,64,101,24,76,0,0,25
535_014,PLANTILLA,10H5,6,14,10.91,CC933826,16.802,11.87,17/10/2005,1,26/10/2005,60.03,1,5.502,10.35,621.3,2005,10,23/11/2004,191,392,521,15,62,15,33,52,62,66,87,35,46,150,99,42,60,49,40,49,0,0,195
535_014A,SOCA,10H5,6,014A,8.28,CC8475,18.111,13.072,16/10/2009,0,25/03/2010,26.93,5,3.253,4.17,112.3,2009,10,9/02/2009,151,951,355,212,12,212,132,85,177,48,73,75,22,2,0,50,25,26,12,11,108,35,110
535_014A,SOCA,10H5,6,014A,12.48,CC8475,14.729,10.445,6/02/2009,0,17/02/2009,65.15,4,5.221,2.58,168.1,2009,2,28/01/2008,193,937,509,104,213,104,58,136,74,70,178,101,56,59,55,26,38,43,0,46,42,89,260
535_014A,SOCA,10H5,6,014A,11.2,CC8475,15.51,11.16,23/01/2008,0,30/01/2008,140.3,3,12.527,0.37,51.9,2008,1,21/02/2007,114,675,622,56,98,56,147,40,138,107,33,13,21,19,14,56,36,31,253,26,126,53,198
535_014A,SOCA,10H5,6,014A,6.51,CC8475,15.11,10.69,15/02/2007,0,20/02/2007,60.13,2,9.237,0.3,18,2007,2,3/08/2006,25,497,731,30,4,30,36,94,19,155,129,130,107,29,43,17,54,52,65,27,79,155,60
535_014B,SOCA,10H5,6,014B,11.63,CC8475,14.95,10.595,27/05/2013,0,4/06/2013,74.07,9,6.369,2.16,160,2013,5,12/06/2012,85,52,612,0,5,0,0,26,0,6,15,96,83,25,75,77,0,45,125,44,57,29,99
535_014B,SOCA,10H5,6,014B,10.35,CC8475,15.8,10.764,8/06/2012,0,13/06/2012,57.54,8,5.56,2.16,124.3,2012,6,2/08/2011,154,665,784,23,60,23,38,172,105,162,82,164,48,63,122,39,12,62,97,68,59,118,70
535_014B,SOCA,10H5,6,014B,10.12,CC8475,15.66,11.26,28/07/2011,0,9/08/2011,85.11,7,8.41,2.22,188.9,2011,7,27/09/2010,64,836,875,69,157,69,132,159,136,77,37,85,138,124,17,89,171,145,59,145,47,0,44
535_014B,SOCA,10H5,6,014B,11.63,CC8475,15.371,10.798,23/09/2010,0,28/09/2010,91.32,6,7.852,4.32,394.5,2010,9,9/10/2009,38,274,497,55,35,55,68,22,15,16,8,30,14,25,57,98,112,61,42,19,26,32,46
535_014B,SOCA,10H5,6,014B,11.27,CC8475,16.97,12.16,5/10/2009,0,14/10/2009,73.27,5,6.501,0.39,28.6,2009,10,31/10/2008,189,772,835,100,173,100,39,116,68,111,65,9,285,109,35,208,83,42,40,108,22,2,38
535_014B,SOCA,10H5,6,014B,9.1,CC8475,13.9,9.6,29/10/2008,0,5/11/2008,124.4,4,13.67,0.1,12.4,2008,10,30/01/2008,208,1035,424,110,213,110,61,137,81,53,270,12,56,56,55,33,43,31,31,31,11,96,145
535_014B,SOCA,10H5,6,014B,10.78,MISCELANEOS,15.236,11.001,23/01/2008,0,30/01/2008,73.07,3,6.779,2.21,161.5,2008,1,5/03/2007,71,703,669,132,73,132,75,18,227,33,13,21,19,14,56,36,26,209,139,195,89,60,198
535_014B,SOCA,10H5,6,014B,6.93,MISCELANEOS,14.16,10.04,28/02/2007,0,1/03/2007,43.99,3,6.348,2.19,96.3,2007,2,4/08/2006,25,497,731,30,4,30,55,75,19,155,129,154,83,29,43,17,54,71,46,52,79,155,71
535_014B,SOCA,10H5,6,014B,17.58,CC8475,16.42,11.61,15/08/2005,0,31/08/2005,114.81,7,6.53,0.7,80.4,2005,8,5/03/2004,98,536,635,142,71,142,81,65,17,18,0,23,17,4,23,28,73,50,167,58,130,120,40
535_014C,SOCA,10H5,6,014C,11.33,CC8475,12.43,8.618,3/03/2013,1,20/05/2013,56.68,8,5.003,3.91,221.6,2013,3,28/03/2012,159,373,403,63,88,63,70,15,69,4,1,0,26,0,0,21,89,90,25,90,75,77,202
535_014C,SOCA,10H5,6,014C,11.79,CC8475,16.38,11.672,23/03/2012,1,29/03/2012,63.72,7,5.404,3.91,249.1,2012,3,4/04/2011,122,494,854,19,210,19,75,12,5,39,115,0,60,23,38,172,105,162,82,174,164,48,137
535_014C,SOCA,10H5,6,014C,12.55,CC8475,15.882,11.27,29/03/2011,1,6/04/2011,89.18,6,7.106,3.91,348.7,2011,3,17/03/2010,39,487,684,46,134,46,67,74,30,25,65,45,16,0,37,27,39,160,66,157,132,162,115
535_014C,SOCA,10H5,6,014C,13.14,CC8475,17.653,12.334,13/03/2010,1,25/03/2010,85.14,5,6.48,3.8,323.5,2010,3,11/02/2009,176,1020,320,246,12,246,145,38,198,27,108,40,22,2,0,50,25,26,12,26,108,35,22
535_014C,SOCA,10H5,6,014C,10.48,MISCELANEOS,14.33,10.16,5/02/2009,1,17/02/2009,91.71,5,8.751,1,91.7,2009,2,27/03/2008,162,663,713,80,94,80,178,101,56,53,21,59,42,46,0,42,89,109,98,109,167,61,260
535_014C,SOCA,10H5,6,014C,8.97,MISCELANEOS,15.86,11,23/03/2008,1,27/03/2008,153.85,4,17.151,1,153.8,2008,3,27/06/2007,79,435,886,0,31,0,65,5,62,133,139,153,31,59,80,35,163,36,202,36,62,65,127
535_014D,SOCA,10H5,6,014D,12.62,CC8475,19.4,13.237,11/10/2013,0,28/10/2013,35.24,9,2.792,2.16,76.1,2013,10,27/09/2012,6,490,624,83,93,83,25,75,77,0,54,134,43,25,141,26,100,63,50,61,19,23,133
535_014D,SOCA,10H5,6,014D,11.43,CC8475,18.645,13.136,22/09/2012,0,25/09/2012,55.16,8,4.826,2.16,119.2,2012,9,15/10/2011,210,774,539,82,174,82,116,96,63,122,39,4,68,99,59,88,63,70,15,70,69,4,0
535_014D,SOCA,10H5,6,014D,12.52,CC8475,17.17,12.38,9/10/2011,0,11/10/2011,77.77,7,6.212,2.1,163.3,2011,10,28/09/2010,64,833,875,66,160,66,132,162,136,74,37,112,137,98,17,89,171,145,59,145,47,0,133
535_014D,SOCA,10H5,6,014D,11.43,CC8475,16.13,11.57,14/08/2006,0,25/08/2006,64.46,9,5.64,0.3,19.3,2006,8,5/09/2005,16,589,719,88,107,88,60,46,33,139,28,68,42,73,68,96,138,31,63,39,59,81,25
535_014D,SOCA,10H5,6,014D,13.24,CC8475,16.56,11.63,31/08/2005,0,2/09/2005,66.49,8,5.022,0.3,19.9,2005,8,29/07/2004,40,613,566,42,9,42,29,87,167,105,132,63,37,35,37,73,17,89,94,89,17,104,11
535_014E,SOCA,10H5,6,014E,12.88,CC8475,17.49,12.489,25/06/2014,0,2/07/2014,77.2,16,5.993,0.74,57.1,2014,6,3/06/2013,74,160,695,0,10,0,0,31,0,7,112,23,79,44,177,76,11,87,28,87,55,115,70
535_014E,SOCA,10H5,6,014E,13.73,CC8475,14.3,10.137,27/05/2013,0,4/06/2013,85.67,15,6.239,0.74,63.4,2013,5,10/04/2012,153,292,403,70,63,70,15,69,4,1,0,26,0,0,21,74,105,25,75,35,69,8,99
535_014E,SOCA,10H5,6,014E,11.96,CC8475,14.94,10.92,3/04/2012,0,25/04/2012,72.92,14,6.097,0.74,54,2012,4,10/04/2011,106,469,907,59,145,59,47,0,20,24,115,23,43,55,92,114,82,166,124,177,155,53,148
535_014E,SOCA,10H5,6,014E,12.75,CC8475,14.94,10.92,7/04/2011,0,12/04/2011,85.27,13,6.688,0.74,63.1,2011,4,20/03/2010,39,556,711,108,134,108,12,96,3,39,56,51,3,25,12,27,51,148,106,160,113,175,126
535_014E,SOCA,10H5,6,014E,12.75,CC8475,17.61,12.23,14/03/2010,0,16/03/2010,90.17,12,7.072,0.74,66.7,2010,3,24/02/2009,173,934,335,132,212,132,85,177,48,73,75,22,2,0,50,25,26,12,108,27,35,55,22
535_014E,SOCA,10H5,6,014E,10.91,CC8475,15.66,11.14,21/02/2009,0,26/02/2009,141.21,11,12.943,0.5,70.6,2009,2,30/03/2008,219,636,673,53,81,53,270,12,56,56,55,33,43,31,31,11,96,102,178,109,87,61,159
535_014E,SOCA,10H5,6,014E,9.1,CC8475,15.193,10.549,26/03/2008,0,1/04/2008,147.11,10,16.166,0.5,73.6,2008,3,27/06/2007,79,435,886,0,31,0,65,5,62,133,139,153,31,59,80,35,163,36,202,36,62,65,134
535_014E,SOCA,10H5,6,014E,11.96,CC8475,16.28,12.05,22/06/2007,0,28/06/2007,154.9,9,12.952,0.5,77.5,2007,6,28/06/2006,77,192,791,0,25,0,3,4,54,50,56,132,108,150,95,55,29,43,71,43,10,98,140
535_014E,SOCA,10H5,6,014E,12.71,CC8475,15.79,11.09,22/06/2006,0,30/06/2006,127.82,8,10.057,0.5,63.9,2006,6,5/06/2005,141,252,645,40,49,40,0,0,11,5,107,88,60,46,33,109,58,68,42,58,73,68,125
535_014E,SOCA,10H5,6,014E,9.89,CC8475,16.06,11.19,30/05/2005,0,13/10/2005,114.44,7,11.571,0.5,57.2,2005,5,6/08/2004,44,619,626,28,23,28,73,94,145,135,93,80,0,43,57,62,22,123,43,67,27,169,191
535_014F,SOCA,10H5,6,014F,13.14,CC8475,15.24,10.93,23/01/2008,0,30/01/2008,92.02,7,7.003,0.6,55.2,2008,1,24/12/2006,245,497,477,43,29,43,71,10,98,56,147,44,134,107,33,13,21,19,14,19,56,36,198
535_014F,SOCA,10H5,6,014F,13.7,CC8475,14.84,10.44,19/12/2006,0,26/12/2006,114.01,6,8.322,0.6,68.4,2006,12,3/11/2005,148,560,547,109,33,109,58,68,42,73,68,96,130,39,63,59,73,62,0,62,0,25,288
535_014F,SOCA,10H5,6,014F,14.82,CC8475,16.26,12.02,27/10/2005,0,1/11/2005,83.56,5,5.639,0.6,50.1,2005,10,8/08/2004,35,626,626,35,23,35,82,119,110,156,66,80,7,41,52,62,38,115,35,115,40,156,165
535_014M,SOCA,10H5,6,014M,10.71,MISCELANEOS,15.392,10.958,14/02/2009,1,3/03/2009,93.01,5,8.685,5,465.1,2009,2,29/03/2008,171,646,673,53,91,53,189,93,56,56,55,26,50,31,31,11,89,109,158,109,107,61,191
535_017,SOCA,10H5,6,17,12.35,CC011922,15.34,10.86,26/01/2014,0,28/01/2014,41.52,10,3.362,1.77,73.5,2014,1,20/01/2013,44,489,248,31,80,31,126,41,85,73,22,52,23,0,0,0,31,0,7,0,113,22,103
535_017,SOCA,10H5,6,17,12.32,CC011922,15.17,10.78,16/01/2013,0,22/01/2013,24.41,9,1.981,1.77,43.2,2013,1,12/01/2012,159,424,206,4,39,4,53,114,39,108,63,70,15,69,4,1,0,26,0,26,0,21,26
535_017,SOCA,10H5,6,17,12.75,CC011922,14.8,10.48,7/01/2012,0,25/01/2012,47.99,8,3.764,1.77,84.9,2012,1,20/12/2010,288,650,558,22,62,22,166,106,67,55,150,210,19,75,12,5,39,115,0,115,60,23,198
535_017,SOCA,10H5,6,17,10.74,CC011922,15.03,10.8,16/12/2010,0,15/03/2011,61,7,5.68,1.77,108,2010,12,27/01/2010,16,402,421,14,8,14,45,92,52,103,74,30,25,62,29,35,0,33,19,33,51,137,301
535_017,SOCA,10H5,6,17,11.01,CC011922,15.83,10.46,21/01/2010,0,26/01/2010,45.57,6,4.139,1.9,86.6,2010,1,24/02/2009,173,934,335,132,212,132,85,177,48,73,75,22,2,0,50,25,26,12,108,27,35,55,31
535_017,SOCA,10H5,6,17,10.97,CC011922,15.04,10.66,22/02/2009,0,26/02/2009,64.46,5,5.876,1.9,122.5,2009,2,29/03/2008,171,646,673,53,91,53,189,93,56,56,55,26,50,31,31,11,89,109,158,109,107,61,159
535_017,SOCA,10H5,6,17,9.07,CC011922,15.11,10.59,26/03/2008,0,1/04/2008,49.38,4,5.444,1.9,93.8,2008,3,27/06/2007,79,435,886,0,31,0,65,5,62,133,139,153,31,59,80,35,163,36,202,36,62,65,134
535_017,SOCA,10H5,6,17,10.71,CC011922,16,11.84,22/06/2007,0,28/06/2007,63.2,3,5.901,2.4,151.7,2007,6,4/08/2006,25,497,731,30,4,30,55,75,19,155,129,154,83,29,43,17,54,71,46,52,79,155,140
535_017,SOCA,10H5,6,17,9.69,CC011922,15.92,11.23,30/07/2006,0,1/08/2006,72.57,2,7.489,2.4,174.2,2006,7,12/10/2005,180,477,620,58,41,58,50,117,33,37,83,30,107,162,56,24,52,84,105,64,0,0,25
535_017,PLANTILLA,10H5,6,17,12.88,CC011922,16.79,11.95,10/10/2005,0,26/10/2005,63.72,1,4.947,2.4,152.9,2005,10,18/09/2004,51,731,706,143,74,143,130,120,77,3,41,59,62,22,67,99,27,119,71,119,120,60,140
535_017A,SOCA,10H5,6,017A,10.91,CC8592,14.74,9.93,7/12/2014,1,7/01/2015,24.2,9,2.218,1.2,29,2014,12,13/01/2014,98,586,388,87,53,87,138,34,14,34,139,13,65,7,2,25,55,10,41,65,97,73,104
535_017A,SOCA,10H5,6,017A,11.63,CC8592,12.31,8.64,10/01/2014,1,10/03/2014,40.31,8,3.466,1.2,48.4,2014,1,26/01/2013,54,477,214,25,42,25,144,23,100,63,55,14,23,0,0,10,21,0,48,0,88,10,119
535_017A,SOCA,10H5,6,017A,12.12,CC8592,16.14,11.45,21/01/2013,1,29/01/2013,23.01,7,1.898,1.2,27.6,2013,1,23/01/2012,152,520,192,54,15,54,83,40,140,64,70,0,84,4,1,0,26,0,0,0,6,71,44
535_017A,SOCA,10H5,6,017A,13.04,CC8592,13.87,9.33,17/01/2012,1,24/01/2012,61.39,6,4.708,1.2,73.7,2012,1,21/12/2010,284,661,545,16,66,16,169,103,67,55,169,191,19,81,6,5,39,115,0,115,60,29,110
535_017A,SOCA,10H5,6,017A,11.73,CC8592,14.19,10.18,16/12/2010,1,3/01/2011,66.29,5,5.651,0.59,39.1,2010,12,29/12/2009,58,275,406,30,0,30,8,14,45,132,16,99,74,30,25,65,30,31,0,35,33,19,301
535_017A,SOCA,10H5,6,017A,15.38,CC8592,16.08,11.17,26/12/2009,1,28/12/2009,87.64,4,5.699,0.59,51.7,2009,12,20/09/2008,59,822,963,109,96,109,85,180,60,13,170,84,61,45,94,243,66,133,122,88,71,44,80
535_017A,SOCA,10H5,6,017A,12.29,CC8592,15.53,11.03,12/09/2008,1,1/10/2008,55,3,4.475,0.59,32.4,2008,9,9/09/2007,70,797,1127,159,121,159,130,48,65,80,35,163,36,200,61,62,115,86,111,83,95,198,74
535_017A,SOCA,10H5,6,017A,10.71,CC8592,15.9,11.68,4/09/2007,1,18/09/2007,49.46,2,4.618,0.84,41.5,2007,9,17/10/2006,130,739,705,129,155,129,130,107,29,43,17,54,52,65,79,155,4,208,66,208,13,9,70
535_017A,PLANTILLA,10H5,6,017A,14,CC8592,17.16,12.22,14/10/2006,1,25/10/2006,40.23,1,2.873,1.44,57.9,2006,10,20/08/2005,0,555,696,107,5,107,88,60,46,33,109,58,68,42,73,68,96,130,39,120,63,59,123
535_017A,SOCA,10H5,6,017A,15.28,CC8592,16.07,11.5,17/04/2005,0,11/07/2005,25.91,2,1.696,1.29,33.4,2005,4,14/01/2004,175,409,295,9,4,9,90,48,121,121,7,79,18,0,9,31,4,0,51,0,7,96,126
535_017B,SOCA,10H5,6,017B,10.02,CC8592,15.03,10.8,16/12/2010,0,15/03/2011,51.83,6,5.173,0.66,34.2,2010,12,18/02/2010,38,418,518,20,25,20,134,108,12,96,3,39,56,51,3,25,12,27,51,27,148,106,301
535_017B,SOCA,10H5,6,017B,11.76,CC8592,15.97,11.24,15/02/2010,0,23/02/2010,39.59,5,3.367,0.7,27.7,2010,2,27/02/2009,176,908,337,106,285,106,38,203,22,108,40,22,2,0,50,25,26,12,108,12,49,43,38
535_017B,SOCA,10H5,6,017B,10.09,CC8592,17.08,12.13,21/02/2009,0,26/02/2009,48.69,4,4.825,0.7,34.1,2009,2,24/04/2008,233,615,807,101,195,101,53,23,54,59,29,59,0,35,96,109,98,167,61,180,12,170,159
535_017B,SOCA,10H5,6,017B,9.43,CC8592,14.72,10.25,21/04/2008,0,30/04/2008,67.94,3,7.205,0.5,34,2008,4,13/07/2007,22,622,875,65,0,65,5,62,133,142,150,31,69,70,148,50,36,202,62,202,65,142,201
535_018,SOCA,10H5,6,18,11.7,CC8592,16.798,11.934,6/09/2009,0,8/09/2009,62.47,5,5.339,2.44,152.4,2009,9,20/09/2008,59,822,963,109,96,109,85,180,60,13,170,84,61,45,94,243,66,133,122,88,71,44,75
535_018,SOCA,10H5,6,18,11.47,CC8592,15.244,10.779,14/09/2008,0,1/10/2008,56.28,4,4.906,2.44,137.3,2008,9,5/10/2007,97,624,993,53,126,53,78,78,34,166,36,110,103,110,113,85,97,106,203,84,10,56,74
535_018,SOCA,10H5,6,18,11.56,CC8592,16.06,11.71,30/09/2007,0,1/10/2007,35.9,3,3.105,2.44,87.6,2007,9,18/10/2006,130,739,705,129,155,129,154,83,29,43,17,54,71,46,79,155,4,211,63,208,13,9,62
535_018,SOCA,10H5,6,18,11.43,CC8592,17.16,12.22,14/10/2006,0,25/10/2006,58.85,2,5.148,2.44,143.6,2006,10,5/11/2005,148,577,547,129,40,129,53,43,42,73,68,96,151,18,68,64,76,49,0,54,0,25,123
535_018,PLANTILLA,10H5,6,18,13.86,CC8592,17.465,12.669,29/10/2005,0,1/11/2005,42.33,1,3.054,2.44,103.3,2005,10,8/09/2004,51,775,680,155,96,155,60,156,66,80,7,41,52,62,66,87,35,46,150,40,99,42,165
535_019,SOCA,10H5,6,19,15.21,CC8475,16.145,11.496,11/03/2007,0,30/03/2007,18.55,7,1.22,1.23,22.8,2007,3,9/12/2005,118,548,297,35,38,35,85,30,92,170,63,8,68,64,115,10,0,0,25,0,3,4,81
535_019,SOCA,10H5,6,19,14.06,CC8475,16.637,11.863,4/12/2005,0,21/12/2005,44.64,6,3.175,3.73,166.5,2005,12,8/10/2004,103,618,696,156,60,156,66,80,7,41,52,62,66,87,35,46,150,99,42,99,60,49,79
535_019A,SOCA,10H5,6,019A,19.02,CC8592,15.56,10.71,15/11/2012,1,24/01/2013,37.07,4,1.949,3.41,126.4,2012,11,24/04/2011,260,313,969,47,59,47,0,20,24,115,1,65,55,92,114,71,177,104,175,87,39,77,146
535_019A,SOCA,10H5,6,019A,12.85,CC8592,15.4,10.21,19/04/2011,1,26/04/2011,75.76,3,5.896,3.09,234.1,2011,4,29/03/2010,59,438,787,99,16,99,74,30,25,65,30,31,0,33,19,51,137,85,134,84,157,140,205
535_019A,SOCA,10H5,6,019A,13.17,CC8592,16.91,11.46,21/03/2010,1,23/03/2010,43.29,2,3.287,2.61,113,2010,3,18/02/2009,153,1015,344,242,95,242,66,172,83,71,44,60,0,2,50,0,25,26,84,26,61,36,39
